155.451	480.775	124.478	672.978
123.988	598.41	110.863	538.651
124.05	503.896	86.9446	449.401
169.146	419.55	140.055	480.516
142.28	240.887	139.787	390.606
114.027	390.426	126.879	450.135
152.676	380.848	151.659	425.088
133.315	338.579	155.244	291.58
139.602	483.802	100.695	612.06
158.519	612.191	126.054	488.69
146.564	831.981	130.103	472.541
