149.834	493.892	114.473	498.171
118.561	602.518	106.452	554.67
117.248	487.424	82.6048	457.82
160.348	430.883	135.263	479.787
134.698	231.379	137.764	386.783
108.374	381.198	122.691	383.57
147.932	391.408	149.787	423.837
131.318	335.75	149.725	286.368
131.512	451.44	100.336	618.776
154.827	662.271	122.331	463.675
140.267	578.825	128.242	477.209
91.6203	313.218	69.014	295.924
97.5458	264.39	97.0328	276.919
69.9865	101.359	46.8205	50.7908
66.6501	284.818	70.5743	106.468
69.1145	222.967	133.051	307.284
102.226	289.817	87.1683	265.537
89.271	253.267	65.6622	241.597
102.268	286.936	80.1492	210.154
