148.52	501.553	113.981	516.936
117.533	602.715	104.915	556.263
115.963	485.553	80.8722	462.275
158.438	429.779	133.674	479.988
132.946	232.384	136.55	387.716
108.785	381.357	121.45	386.62
145.73	393.826	148.53	426.518
127.219	331.412	148.122	285.661
130.186	452.118	98.4753	620.663
153.119	669.96	120.738	472.992
138.583	580.418	127.285	484.032
89.3441	287.358	66.2137	274.095
96.5128	260.755	96.6752	275.411
70.5185	275.411	46.4976	275.411
81.3044	285.993	71.4375	247.437
68.8166	222.169	79.3639	84.5324
99.2011	282.114	80.3247	256.738
86.0064	248.623	62.4631	233.897
99.1681	279.521	77.3503	203.285
