114.488	1019.86	138.288	978.507
103.271	796.734	103.717	860.937
113.715	1077.46	73.7185	799.837
96.975	876.139	90.9547	843.608
115.649	1348	79.491	800.598
105.311	952.103	65.8307	981.213
100.521	797.971	71.682	749.568
81.6638	817.317	86.3754	787.012
95.96	947.373	77.9758	745.09
77.2642	786.719	64.5771	752.323
96.8329	799.727	97.285	825.637
107.779	1008.14	87.1359	785.853
102.693	1111.19	70.7796	1083.62
84.3932	1153.52	47.4062	1038.39
86.309	993.434	110.349	1157.9
98.3472	1771.27	96.0171	1351.34
79.5864	1550.7	75.306	1077.49
111.685	1134.64	73.6743	1026.64
89.1124	1025.11	96.7553	1002.13
66.2162	967.28	147.794	925.819
97.1579	804.691	106.778	878.38
62.0379	891.811	62.3079	928.651
68.1048	1191.15	67.7218	852.039
77.7219	758	97.7728	702.177
