113.487	1267.1	136.795	1095.96
101.998	822.923	102.8	864.488
112.801	277.079	72.2531	197.317
95.1143	889.175	89.8085	854.321
114.732	1370.29	78.2936	198.441
103.644	922.755	63.5132	-378.352
99.3039	735.612	69.9877	209.563
80.6564	806.752	85.0384	760.527
94.3693	250.216	76.2073	198.756
76.4727	211.423	63.0989	190.572
95.8401	226.335	96.1185	230.342
106.697	991.165	86.5812	763.366
102.014	1071.08	69.943	1025.13
83.4964	951.828	47.0333	1009.72
85.4284	891.402	109.82	1076.74
97.3899	1868.08	95.6219	1311.23
78.8056	1552.96	74.5532	994.911
110.558	1052.71	73.2852	967.679
87.2997	983.352	95.8122	927.98
64.6412	1315.59	147.327	1282.21
95.7871	833.836	106.331	1212.06
60.8316	1214.58	61.7033	1255.63
66.1383	1176.1	66.3781	833.906
76.1781	785.568	97.1248	798.169
