Seg1	4371
Seg2	4945
Seg3	5633
Seg4	7466
Seg5	10760
Seg6	17598
Seg7	49348
Seg8	212324
Seg9	394514
Seg10	383194
Seg11	217328
Seg12	110396
Seg13	57972
Seg14	37976
Seg15	25368
Seg16	18315
Seg17	12514
Seg18	9803
Seg19	8501
Seg20	7165
Seg21	6475
Seg22	5731
Seg23	5393
Seg24	4529
Seg25	4427
Seg26	4110
Seg27	3798
Seg28	3563
Seg29	3406
Seg30	3969
Seg31	3129
Seg32	3129
Seg33	3774
Seg34	3513
Seg35	3313
Seg36	3033
Seg37	2487
Seg38	2495
Seg39	2300
Seg40	2052
Seg41	2063
Seg42	1804
Seg43	1811
Seg44	1880
Seg45	1630
Seg46	1463
Seg47	1453
Seg48	1433
Seg49	1360
Seg50	1494
Seg51	1386
Seg52	1148
Seg53	1092
Seg54	1051
Seg55	1046
Seg56	1000
Seg57	972
Seg58	1032
Seg59	852
Seg60	818
Seg61	880
Seg62	1023
Seg63	746
Seg64	806
