Seg1	14055
Seg2	14275
Seg3	15956
Seg4	21321
Seg5	31184
Seg6	50080
Seg7	145474
Seg8	697595
Seg9	1.49792e+06
Seg10	1.41437e+06
Seg11	732550
Seg12	343785
Seg13	190713
Seg14	124837
Seg15	85220
Seg16	62390
Seg17	41090
Seg18	31660
Seg19	26421
Seg20	22077
Seg21	20144
Seg22	17598
Seg23	16226
Seg24	13580
Seg25	12900
Seg26	11540
Seg27	11391
Seg28	11320
Seg29	10680
Seg30	13837
Seg31	9180
Seg32	10104
Seg33	16715
Seg34	11422
Seg35	10951
Seg36	10179
Seg37	8427
Seg38	8566
Seg39	7402
Seg40	6438
Seg41	6834
Seg42	5746
Seg43	5660
Seg44	6795
Seg45	5445
Seg46	5283
Seg47	5207
Seg48	8304
Seg49	26964
Seg50	5915
Seg51	4706
Seg52	4219
Seg53	4165
Seg54	3652
Seg55	3452
Seg56	3583
Seg57	3145
Seg58	3500
Seg59	3009
Seg60	3030
Seg61	3403
Seg62	4271
Seg63	2499
Seg64	18640
