Seg1	2866
Seg2	3196
Seg3	3831
Seg4	5029
Seg5	7108
Seg6	11815
Seg7	35426
Seg8	136772
Seg9	223829
Seg10	221015
Seg11	130256
Seg12	69786
Seg13	35237
Seg14	24159
Seg15	16836
Seg16	11609
Seg17	8246
Seg18	6490
Seg19	5671
Seg20	4897
Seg21	4315
Seg22	3718
Seg23	3365
Seg24	3013
Seg25	2881
Seg26	2685
Seg27	2601
Seg28	2486
Seg29	2256
Seg30	2442
Seg31	2055
Seg32	2120
Seg33	2245
Seg34	2204
Seg35	2066
Seg36	1930
Seg37	1683
Seg38	1522
Seg39	1448
Seg40	1251
Seg41	1268
Seg42	1120
Seg43	1121
Seg44	1203
Seg45	1006
Seg46	932
Seg47	939
Seg48	943
Seg49	917
Seg50	956
Seg51	874
Seg52	784
Seg53	800
Seg54	718
Seg55	664
Seg56	695
Seg57	617
Seg58	688
Seg59	625
Seg60	632
Seg61	628
Seg62	676
Seg63	514
Seg64	548
