Seg1	11715
Seg2	12720
Seg3	13912
Seg4	18551
Seg5	26652
Seg6	46634
Seg7	143227
Seg8	482795
Seg9	707045
Seg10	705687
Seg11	421029
Seg12	242461
Seg13	121147
Seg14	89304
Seg15	63392
Seg16	47337
Seg17	29802
Seg18	24783
Seg19	22406
Seg20	18306
Seg21	16747
Seg22	14593
Seg23	13817
Seg24	12067
Seg25	11683
Seg26	10031
Seg27	10471
Seg28	9423
Seg29	8809
Seg30	11302
Seg31	8087
Seg32	8449
Seg33	11797
Seg34	11127
Seg35	10477
Seg36	9699
Seg37	7510
Seg38	7939
Seg39	7390
Seg40	6175
Seg41	6632
Seg42	5792
Seg43	6026
Seg44	6448
Seg45	5055
Seg46	4765
Seg47	5138
Seg48	4734
Seg49	4132
Seg50	5233
Seg51	4408
Seg52	3527
Seg53	3507
Seg54	3298
Seg55	3438
Seg56	3317
Seg57	3326
Seg58	3186
Seg59	2990
Seg60	2627
Seg61	2952
Seg62	3734
Seg63	2508
Seg64	2376
