1.0125	0.08	0.00625	0.0542586
1.01687	0.114286	0.00625	0.0537785
1.02125	0.0625	0.00625	0.0427908
1.02563	0.125	0.00625	0.0675077
1.03	0.0322581	0.00625	0.0317335
1.03438	0	0.00625	0
1.03875	0.0909091	0.00625	0.0500438
1.04313	0.0909091	0.00625	0.0500438
1.0475	0.125	0.00625	0.0584634
1.05187	0.184211	0.00625	0.0628861
1.05625	0.142857	0.00625	0.06613
1.06062	0.255814	0.00625	0.0665378
1.065	0.135135	0.00625	0.0562027
1.06937	0.170213	0.00625	0.0548189
1.07375	0.121212	0.00625	0.0568144
1.07812	0.222222	0.00625	0.0619748
1.0825	0.166667	0.00625	0.0575055
1.08688	0.311111	0.00625	0.0690122
1.09125	0.240741	0.00625	0.0581799
1.09563	0.243902	0.00625	0.0670664
1.1	0.340426	0.00625	0.0691185
1.10438	0.428571	0.00625	0.070696
1.10875	0.318182	0.00625	0.0702175
1.11312	0.342105	0.00625	0.0769602
1.1175	0.542857	0.00625	0.0842044
1.12187	0.44	0.00625	0.0701997
1.12625	0.342105	0.00625	0.0769602
1.13062	0.459459	0.00625	0.0819289
1.135	0.658537	0.00625	0.0740577
1.13938	0.458333	0.00625	0.0719178
1.14375	0.511628	0.00625	0.0762287
1.14813	0.577778	0.00625	0.0736283
1.1525	0.702703	0.00625	0.0751416
1.15687	0.59375	0.00625	0.0868207
1.16125	0.659574	0.00625	0.0691185
1.16562	0.75	0.00625	0.0684653
1.17	0.682927	0.00625	0.0726733
1.17437	0.829268	0.00625	0.0587642
1.17875	0.818182	0.00625	0.0671408
1.18312	0.783784	0.00625	0.067677
1.1875	0.783784	0.00625	0.067677
1.19188	0.868421	0.00625	0.0548361
1.19625	0.847826	0.00625	0.0529596
1.20063	0.891892	0.00625	0.0510487
1.205	0.848485	0.00625	0.0624156
1.20938	0.85	0.00625	0.0564579
1.21375	0.918919	0.00625	0.0448743
1.21813	0.945946	0.00625	0.0371746
1.2225	0.833333	0.00625	0.0680414
1.22687	0.862069	0.00625	0.0640329
1.23125	0.911765	0.00625	0.0486433
1.23562	0.735294	0.00625	0.0756611
1.24	0.820513	0.00625	0.0614507
1.24438	0.818182	0.00625	0.0822304
1.24875	0.913043	0.00625	0.0587534
1.25313	0.733333	0.00625	0.0807373
1.2575	0.842105	0.00625	0.0836547
1.26187	0.757576	0.00625	0.0746009
1.26625	0.684211	0.00625	0.106639
1.27062	0.608696	0.00625	0.101764
1.275	0.708333	0.00625	0.0927805
1.27937	0.65	0.00625	0.106654
1.28375	0.565217	0.00625	0.103367
1.28812	0.708333	0.00625	0.0927805
1.2925	0.347826	0.00625	0.0993113
1.29688	0.384615	0.00625	0.134932
1.30125	0.352941	0.00625	0.115904
1.30563	0.333333	0.00625	0.0907218
1.31	0.0555556	0.00625	0.0539903
1.31438	0	0.00625	0
1.31875	0.0434783	0.00625	0.0425226
1.32313	0.105263	0.00625	0.0704059
1.3275	0	0.00625	0
1.33187	0	0.00625	0
1.33625	0	0.00625	0
1.34062	0	0.00625	0
1.345	0	0.00625	0
1.34937	0	0.00625	0
1.35375	0	0.00625	0
1.35813	0	0.00625	0
