Seg1	23773
Seg2	27087
Seg3	30959
Seg4	41275
Seg5	60168
Seg6	114356
Seg7	378928
Seg8	1.16989e+06
Seg9	1.68414e+06
Seg10	1.67444e+06
Seg11	1.04467e+06
Seg12	589328
Seg13	299010
Seg14	211940
Seg15	149014
Seg16	108616
Seg17	71651
Seg18	56882
Seg19	49722
Seg20	41345
Seg21	36972
Seg22	31246
Seg23	29379
Seg24	26315
Seg25	24692
Seg26	22481
Seg27	21617
Seg28	20275
Seg29	18805
Seg30	19824
Seg31	17411
Seg32	18579
Seg33	19999
Seg34	18593
Seg35	17425
Seg36	16352
Seg37	13896
Seg38	13384
Seg39	12673
Seg40	11621
Seg41	11388
Seg42	10024
Seg43	9959
Seg44	9729
Seg45	8394
Seg46	7766
Seg47	7906
Seg48	7456
Seg49	7031
Seg50	7671
Seg51	7155
Seg52	6431
Seg53	6298
Seg54	5975
Seg55	6044
Seg56	5964
Seg57	5807
Seg58	5494
Seg59	5221
Seg60	4861
Seg61	4816
Seg62	5467
Seg63	4402
Seg64	4309
