Seg1	13787
Seg2	15359
Seg3	16857
Seg4	23025
Seg5	32803
Seg6	58226
Seg7	186829
Seg8	657186
Seg9	1.03615e+06
Seg10	1.00971e+06
Seg11	596869
Seg12	318842
Seg13	165797
Seg14	117299
Seg15	81699
Seg16	60830
Seg17	38885
Seg18	31384
Seg19	27717
Seg20	22601
Seg21	20158
Seg22	17978
Seg23	16648
Seg24	14361
Seg25	13914
Seg26	12586
Seg27	12681
Seg28	11215
Seg29	10526
Seg30	13232
Seg31	9697
Seg32	9905
Seg33	12628
Seg34	12117
Seg35	11769
Seg36	10700
Seg37	8756
Seg38	9060
Seg39	8309
Seg40	7121
Seg41	7637
Seg42	6561
Seg43	6797
Seg44	7154
Seg45	5968
Seg46	5429
Seg47	5635
Seg48	5230
Seg49	4490
Seg50	6128
Seg51	4839
Seg52	4200
Seg53	4222
Seg54	3804
Seg55	4151
Seg56	4183
Seg57	3949
Seg58	3745
Seg59	3757
Seg60	3230
Seg61	3709
Seg62	4842
Seg63	2992
Seg64	2831
