Seg1	23402
Seg2	26666
Seg3	30102
Seg4	39915
Seg5	58234
Seg6	108326
Seg7	359054
Seg8	1.11934e+06
Seg9	1.61182e+06
Seg10	1.6063e+06
Seg11	991235
Seg12	562054
Seg13	281430
Seg14	200039
Seg15	140607
Seg16	103597
Seg17	67254
Seg18	54248
Seg19	47932
Seg20	39803
Seg21	35194
Seg22	30537
Seg23	28442
Seg24	25076
Seg25	24087
Seg26	21685
Seg27	20552
Seg28	19180
Seg29	18325
Seg30	19387
Seg31	16590
Seg32	18194
Seg33	19628
Seg34	18690
Seg35	17397
Seg36	16260
Seg37	13888
Seg38	13181
Seg39	12518
Seg40	11187
Seg41	11407
Seg42	10146
Seg43	9932
Seg44	9587
Seg45	8121
Seg46	7961
Seg47	7851
Seg48	7330
Seg49	6902
Seg50	7669
Seg51	7067
Seg52	6302
Seg53	6261
Seg54	6055
Seg55	5972
Seg56	6021
Seg57	5670
Seg58	5446
Seg59	5175
Seg60	4776
Seg61	4797
Seg62	5664
Seg63	4374
Seg64	4152
