1.0125	0.16	0	0.0518459
1.01687	0.105263	0	0.0406489
1.02125	0.047619	0	0.0268303
1.02563	0.205128	0	0.064659
1.03	0.0454545	0	0.0314022
1.03438	0.0754717	0	0.0362839
1.03875	0.109091	0	0.0420368
1.04313	0.178571	0	0.0511796
1.0475	0.216667	0	0.0531856
1.05187	0.179104	0	0.0468446
1.05625	0.20339	0	0.0524036
1.06062	0.242857	0	0.0512525
1.065	0.193548	0	0.0501751
1.06937	0.234568	0	0.0470809
1.07375	0.240506	0	0.0480852
1.07812	0.253165	0	0.0489216
1.0825	0.25974	0	0.0499708
1.08688	0.325301	0	0.0514232
1.09125	0.287234	0	0.0466689
1.09563	0.318182	0	0.0496513
1.1	0.340909	0	0.0505302
1.10438	0.404255	0	0.0506167
1.10875	0.271605	0	0.0494208
1.11312	0.458333	0	0.0587206
1.1175	0.642857	0	0.0572703
1.12187	0.420455	0	0.0526213
1.12625	0.392405	0	0.0549365
1.13062	0.493151	0	0.0585151
1.135	0.637363	0	0.0503975
1.13938	0.511905	0	0.054539
1.14375	0.56962	0	0.0557064
1.14813	0.647727	0	0.0509207
1.1525	0.675325	0	0.0533624
1.15687	0.649123	0	0.0632126
1.16125	0.674699	0	0.0514232
1.16562	0.74026	0	0.0499708
1.17	0.693333	0	0.0532444
1.17437	0.851351	0	0.0413541
1.17875	0.818182	0	0.0474757
1.18312	0.769231	0	0.0522589
1.1875	0.835616	0	0.0433782
1.19188	0.890411	0	0.0365609
1.19625	0.918919	0	0.0317309
1.20063	0.885714	0	0.0380272
1.205	0.84375	0	0.0453865
1.20938	0.917808	0	0.0321461
1.21375	0.909091	0	0.0353863
1.21813	0.928571	0	0.0307818
1.2225	0.868852	0	0.0432203
1.22687	0.923077	0	0.0330515
1.23125	0.859155	0	0.0412836
1.23562	0.866667	0	0.0438854
1.24	0.925	0	0.029448
1.24438	0.955556	0	0.0307207
1.24875	0.981481	0	0.0183462
1.25313	0.918033	0	0.0351224
1.2575	0.944444	0	0.0311713
1.26187	0.904762	0	0.036983
1.26625	0.946429	0	0.0300896
1.27062	0.961538	0	0.0266683
1.275	0.907407	0	0.039445
1.27937	0.94	0	0.0335857
1.28375	0.854545	0	0.047539
1.28812	0.911111	0	0.0424232
1.2925	0.913793	0	0.0368537
1.29688	0.827586	0	0.0701445
1.30125	0.916667	0	0.0460642
1.30563	0.877551	0	0.0468291
1.31	0.84	0	0.0518459
1.31438	0.804348	0	0.0584905
1.31875	0.853659	0	0.0551993
1.32313	0.78	0	0.0585833
1.3275	0.688889	0	0.0690122
1.33187	0.578947	0	0.0800933
1.33625	0.444444	0	0.0740741
1.34062	0.225	0	0.0660256
1.345	0.117647	0	0.0552551
1.34937	0.0606061	0	0.041536
1.35375	0.05	0	0.048734
1.35813	0	0	0
1.21	-nan	0.0025	-nan
1.25	-nan	0.0025	-nan
1.29	-nan	0.0025	-nan
1.33	0	0.0025	0
1.37	-nan	0.0025	-nan
1.41	-nan	0.0025	-nan
1.45	-nan	0.0025	-nan
1.49	-nan	0.0025	-nan
1.53	-nan	0.0025	-nan
1.57	-nan	0.0025	-nan
1.61	0.5	0.0025	0.353553
1.65	-nan	0.0025	-nan
1.69	-nan	0.0025	-nan
1.73	0	0.0025	0
1.77	-nan	0.0025	-nan
1.81	-nan	0.0025	-nan
1.85	-nan	0.0025	-nan
1.89	-nan	0.0025	-nan
1.93	0	0.0025	0
1.97	1	0.0025	0
